fonte,coletado_em,posto_id,nome,uf_fonte,cidade_fonte,bairro,endereco,cep,telefones,email,site,contato,horario,segmento
sonotec,2026-09-06,sonotec-c9e3118205,Felipe da Silva Lemos (Luthieria),SP,Guarulhos,,"R. Vicente Melro, 722 Sala 12 - Jd. Vila Galvão",,11979655353,felipesl1@hotmail.com,,,,
sonotec,2026-09-06,sonotec-b5f41c1266,N.A Luthieria Assistência Técnica de Instrumentos Musicais,SP,Ilha Solteira,,"Rua Rio São Francisco, 326 - Zona Norte",,18991481072|18991001715,denereverton504@gmail.com,,,,
sonotec,2026-09-06,sonotec-4826aad2a6,DB Luthieria,SP,Jacareí,,"Avenida Mississípi, 508 - Jardim Florida",,12992442713,luthieriadb@gmail.com,,,,
sonotec,2026-09-06,sonotec-65241df3ed,Eletrônica CNR PRO (Áudio e Microfone),SP,Limeira,,"R. Augusta, 261 - Vila Gloria",,1934416084|19984160166,eletronicacnr@hotmail.com,,,,
sonotec,2026-09-06,sonotec-a562c6622f,Raphael de Moura Luthieria,SP,Lorena,,"Rua Olímpio Catão, 105 Anexo 131 - Bairro Cabelinha",,12991321616,kalangcustom@gmail.com,,,,
sonotec,2026-09-06,sonotec-930c12bee8,Guitar Clinic (Luthieria),SP,Marília,,"Rua Maria Francisca Camargo, 1336 - Jd. Santa Antonieta",,1432213318|14997335177,guitarclinic565@yahoo.com.br,,,,
sonotec,2026-09-06,sonotec-7a60b8bd69,Mendes Luthieria,SP,Mococa,,"R. Capitao Jose Gomes, 365 Box 11 - Centro",,1936661369,mendesluthieria@hotmail.com,,,,
sonotec,2026-09-06,sonotec-92b1af6b57,Guitar House (Luthieria),SP,Mogi Guaçu,,"Av. Marechal Castelo Branco, 50 - Centro",,19998998527|19992617557,julioeduardo58@gmail.com,,,,
sonotec,2026-09-06,sonotec-9a0ac9293b,França Barros Luthieria,SP,Nova Odessa,,"Avenida Doutor Ernesto Sprogis, 858 - Jardim Santa Rosa",,19996721856|1933635576,alecs@fbluthieria.com.br,,,,
sonotec,2026-09-06,sonotec-62e6aa8ba7,Estação Acústica - Assistência Técnica e Luthieria,SP,Praia Grande,,"R. Plinio Salgado, 49 - Tude Bastos Pabx e WhatsApp Todos os nossos atendimentos são agendados.",,1333029000,gerente.acustica@outlook.com.br,https://www.estacaoacustica.com,,,
sonotec,2026-09-06,sonotec-47bbd548d2,Duarte Luthieria,SP,Ribeirão Preto,,"R. Florencio De Abreu, 1811 - Vila Seixas 3023-5991",32349-871,1632349871,duarte@duarteluthieria.com.br,,,,
sonotec,2026-09-06,sonotec-ea25c25f10,GFS Tech Assistência Técnica (Áudio e Microfone),SP,Ribeirão Preto,,"Rua Princesa Izabel, 642 - Vila Tamandaré",,1636259209,atendimento@gfstech.com,,,,
sonotec,2026-09-06,sonotec-0a66b83608,CSAL Serviços de Luthieria,SP,Santo André,,"Rua Dinamarca, 121 Apto 03 - Pq Das Nações",,11997133361,csluthier@hotmail.com,,,,
sonotec,2026-09-06,sonotec-2691b4954b,E.S.A - Áudio São Carlos (Áudio e Microfone),SP,São Carlos,,"R. Miguel Giometti, 95 - Vila Arnaldo",,16997763793|1633751511,cava.tec@hotmail.com,,,,
sonotec,2026-09-06,sonotec-db4f164741,Lucas Luthier,SP,São José do Rio Preto,,"Travessa Avelina Diniz, 35 - Centro",,18981815598,lucasluthier90@gmail.com,,,,
sonotec,2026-09-06,sonotec-7e6855ad77,Samuel Soares Luthieria,SP,São José dos Campos,,"Avenida Tivoli, 170 - Vila Betania",,12997450400,samuel.997450400@gmail.com,,,,
sonotec,2026-09-06,sonotec-652c516aec,A & R Assistência Técnica,SP,São Paulo,,"Rua Cerro Cora, 777 - Vila Romana",,11974808962|1123626231,contato@aerassistencia.com,,,,
sonotec,2026-09-06,sonotec-4bea30a0de,Eletrônica Rege (Luthieria),SP,São Paulo,,"R. Apa, 212 - Santa Cecilia",,1136664593,amplificadoresmatusa@hotmail.com,,,,
sonotec,2026-09-06,sonotec-d24475002c,Guerra Guitars (Luthieria),SP,São Paulo,,"R. Dr. Olavo Egidio, 56 - Santana",,1122831159|1129778758,vitor_guerra@hotmail.com,,,,
sonotec,2026-09-06,sonotec-1b515fc2cf,Kbr Artes e Instrumentos Musicais (Luthieria),SP,São Paulo,,"R. Costa Rego, 21/23 - Vila Guilhermina",,1126851815,kbrartes@kbrartes.com.br,,,,
sonotec,2026-09-06,sonotec-102219d39c,LevelSound Professional Sound (Áudio e Microfone),SP,São Paulo,,"Rua Araxás, 43 - Jardim da Saúde",,11986819318,levellsound@gmail.com,,,,
sonotec,2026-09-06,sonotec-5885a98b11,Musikaos (Luthier Messias Antunes),SP,São Paulo,,"Rua Henrique Reimberg, 1228 - Jardim Novo Parelheiros",,11975429455,luthiermusikaos@gmail.com,,,,
sonotec,2026-09-06,sonotec-76def16016,Pro Marcas Eletrônicos (Áudio e Microfone),SP,São Paulo,,"Rua do Triunfo, 85 A - Santa Efigênia 99517-4550",,1133373494,proatendimento@hotmail.com,,,,
sonotec,2026-09-06,sonotec-1ca5532b01,Som Mic Eletrônica (Áudio e Microfone),SP,São Paulo,,"R. Beneficência Portuguesa, 24 - Sala 311 - 3 Andar",,1132286643,sommiceletronica@hotmail.com,,,,
sonotec,2026-09-06,sonotec-c1b3490c3a,SS CUSTOM GUITARS (Luthieria),SP,São Paulo,,"Rua do Seminário, 199 - 2⁰ andar, sala 21 - Centro",,1133136003,sscustomguitars@yahoo.com.br,,,,
sonotec,2026-09-06,sonotec-e074617bef,VGTEK ELETRÔNICA (Áudio e Microfone),SP,São Paulo,,"Rua Dr. Olavo Egídio, 56 - Santana",,11970123176|1129778758,nivaldo.vgtek@gmail.com,,,,
sonotec,2026-09-06,sonotec-ea3af9cd60,Apollo Luthieria,SP,Taboão da Serra,,"Rua São Geraldo, 33 - Jardim São Salvador",,11976180918,apolloluthieria@gmail.com,,,,
tagima,2026-09-06,tagima-593cb6e7a0,FR LUTHIERIA,AC,Rio Branco,,"Avenida Nacoes Unidas , 912 - Bosque",69900-478,68999373343,feliperocha.guitar@gmail.com,,André Felipe,08:00 às 17:00,
tagima,2026-09-06,tagima-f6418cd56b,NS LUTHIERIA,AC,Rio Branco,,"Rua 20 de Março, 468 - Placas",69914-820,6832288992,nelcimar.luthie@hotmail.com,,Nelcimar,08:30 AS 18:00 - 09:00 AS 16:00,
tagima,2026-09-06,tagima-3f1cfabcfa,CALANGO,AL,Macéio,"Prado , Loja D - Praça do Pirulito","Rua Angelo Barbosa , 170",57010-291,8330236033|82988205168,calangoinstrumento@outlook.com,,Gabriel David,,
tagima,2026-09-06,tagima-ac2c5649a0,EGNALDO LUTHIER,AL,Maceió,,"Av. Moreira e Silva, 40 Praça dos Martírios - Centro",57051-000,8232210864|8298024258,egnaldoluthier@gmail.com,,Egnaldo,08:00 as 12:00 - 14:00 as 18:00 - 08:00 as 13:00,
tagima,2026-09-06,tagima-524d6b2e1a,GD MUSIC LUTHIERIA E INSTRUMENTOS MUSICAIS,AL,Maceió,,"Av. Senador Rui Palmeira, 56 - Ponta Verde",57035-250,82996835193|8234323643,gdmusicontato@gmail.com,,Geyvisson,09:00 às 18:00,
tagima,2026-09-06,tagima-8176c962d8,CRISTIANO FRAZÃO,AL,União Dos Palmares,,"Rua Francisco De Assis, 223 - Alto Da Boa Vista",57800-000,8232813284|82993426434|82993426435,cristianofrazao_s@hotmail.com,,Cristiano,08:00 às 17:00,
tagima,2026-09-06,tagima-e05edd8075,LUTHIER MARCIO COSTA,AM,Manaus,,"Rua Monsenhor Coutinho, 267 - Nossa Senhora Aparecida",69010-110,92991471931,luthiermarcio@yahoo.com.br,,Marcio,,
tagima,2026-09-06,tagima-5e2fc955f9,POINT DO MÚSICO,AM,Parintins,,"Rua Padre Victor, 920 - Zumbi Dos Palmares",69153-160,9291353306,luthier_pin.am.brasil@hotmail.com,,Wall Silva,08:00 às 18:00,
tagima,2026-09-06,tagima-e554df93b7,CALVER INSTRUMENTOS MUSICAIS & CIA,AP,Macapá,,"Avenida Acre, 522, Pacoval , Próximo ao Mercantil Lima",68908-390,,delsonluthiermacapa@gmail.com,,Delson Viana,De Segunda á Sexta das 08:00 ás 12:00 e das 14:00 ás 18:00 e Sábados das 8:00 ás 13:00,
tagima,2026-09-06,tagima-4f42f5dae4,LUTHIERIA S.O.S BATERAS,AP,Macapá,,"Av. Tereza Maciel Tavares, 212 - Muca",68902-590,9691119294|9681316666,nelson_barone@hotmail.com,,Edinelson,,
tagima,2026-09-06,tagima-473e0035c7,GUSTAVO ASSIS,BA,Centro - Feira De Santana,,"Rua José Joaquim Seabra , 147A",40301-110,75992218558,gustavoads@yahoo.com.br,,Gustavo,,
tagima,2026-09-06,tagima-69e5ce7a14,ALMA MUSICAL,BA,Salvador,,"Rua José Gonçalves, 45 - Centro",40020-250,7192742522,jorgeguitarras.sa@gmail.com,,Jorge Sousa,,
tagima,2026-09-06,tagima-89aa1b5f3d,EXPRESSO MUSICAL JORBARA JORAN,BA,Salvador,,"Praça da Sé, 32 - 1º Andar - Centro Histórico , Em cima da loja ""A Primavera""",40026-080,,,,Jorge Luis ou Jorbara Joran,Seg. a Sex. das 09:00 ás 17:00 e Sáb. das 09:00 ás 14:00,
tagima,2026-09-06,tagima-7d66246ed2,ROCHA LUTHIERIA,BA,Santo Antônio de Jesus,,"Rua Conselheiro Urcisino Queiroz, 74 - Centro , Primeiro Andar",44430-182,,alexmatos@gmail.com,,Alex (Kiko),Segunda a Sexta das 08:00 ás 18:00 e Sábados das 08:00 ás 13:00,
tagima,2026-09-06,tagima-d7933d3067,Bhall Luthier,BA,Vitória da Conquista,,"Avenida Brumado , S/N Espaço Cultural Glauber Rocha - Brasil",45051-000,7734231090|77988750953,bhallluthier01@hotmail.com,,Bhall (Nivaldo),08:00 as 18:00 - 08:00 as 13:00,
tagima,2026-09-06,tagima-3d62bba7ff,JORAMA LUTHIER,CE,FORTALEZA,CENTRO,"R. Liberato Barroso , 793",60030-160,8532315774,marcialima793@gmail.com,,,,
tagima,2026-09-06,tagima-00655b36c5,LUTHITEC,CE,FORTALEZA,centro,"Rua Nogueira Acioli , 1400",60110-140,,,,,,
tagima,2026-09-06,tagima-e0e9d1e100,ASSISTÊNCIA TÉCNICA MELODIA,DF,Brasília,,"SCLRN 706 , 56 - Asa Norte , Bloco F - Loja",70740-516,,assistenciaguitartecdf@gmail.com,,Gabriel Lopes,Seg á Sex das 10 ás 12 / Das 13 ás 17 e Sáb. das 9 ás 13,
tagima,2026-09-06,tagima-5bea69ccd2,DSOM LUTHIERIA,DF,BRASILIA,"TAGUATINGA , LT2 AP 903 ED. HENRIQUE BAETA","QUADRA CSB 5 , 903",72015-555,61991284809,contato.dsom@gmail.com,,DHIEGO RHUAN,,
tagima,2026-09-06,tagima-dd2fcfac2d,SERVIÇOS PRIME LUTHIERIA,DF,Brasília,,"Rua 13 Norte, Lote 01/03 loja 24 , Vitrinni Shopping, Águas Claras",71909-720,,servicosprime.work@gmail.com,,Samuel Silva,Seg. a Sáb. das 10 ás 18,
tagima,2026-09-06,tagima-ffddcffbd5,T LL ATELIER LUTHIERIA,DF,Brasília,,"Chácara 35 - conjunto 2 - As margens da EPTG , casa 46 , Residencial Vitória",72001-390,61985443201,theolimaluthier@gmail.com,,Antoniel Oliveira,,
tagima,2026-09-06,tagima-4c4791ffc3,RB LUTHIERIA,DF,Taguatinga Norte,,"QND 27 , Lote 5 , Sala 205",72120-270,61984782411,ronan.braga.vendas@gmail.com,,Ronan Braga dos Santos,08:00 às 18:00,
tagima,2026-09-06,tagima-30b9ef09b2,ALESSANDRO MAGNO LUTHIER,ES,Cachoeiro Do Itapemirim,,"Rua Mário Rezende, 16 - Gilberto Machado",29303-200,2835114631|28999762738,alessandroluthier@hotmail.com,,Alessandro,,
tagima,2026-09-06,tagima-e91992615d,MUSITEC INSTRUMENTOS,ES,Cachoeiro Do Itapemirim,,"Av. Etelvina Vivacqua, 98 Sala 402",29302-490,2830655965,musitec@live.com,https://www.musitecassistenciatecnica.blogpost.com.br,Daniel,08:00 ÀS 18:00,
tagima,2026-09-06,tagima-c36a74b5c5,RAINER LUTHIER,ES,Vila Velha,"Santa Mônica , Zion - 101B","Av. João Mendes , 129",29105-200,2733397512|27981111709,,https://www.rainerluthier.com.br,Rainer,08:00 ÀS 18:00,
tagima,2026-09-06,tagima-1a0953dc52,REVOLUTION MUSIC,GO,Catalão,,"Rua José Mathias Da Silveira , 823 Apto 05 - Nossa Senhora De Fátima",75709-020,8484365535|8499541586|8481374551,pedropaulo@hotmail.com,,Pedro Paulo,08:00 às 18:00,
tagima,2026-09-06,tagima-4240167491,HARMONIA SERVICE,GO,Goiânia,,"Rua 08 , 616 Qd 11 Lt 78 - Setor Central",74013-030,6236389800,assistenciahm@harmoniamusical.com.br,,Cleber Costa,08:00 às 18:00,
tagima,2026-09-06,tagima-b314d5a9d2,R N ASSISTÊNCIA,GO,Goiânia,,"Rua 8, 557 Quadra 22 - Lote 54 E Loja 2 E 3 - Centro",74013-030,6232242498|6233242498,rnassistenciatecnica@hotmail.com,,Raul,08:00 às 18:00,
tagima,2026-09-06,tagima-a71a1340e0,ANTONIO VIEIRA LIMA,MA,Imperatriz,Centro,"Rua Dorgival Pinheiro de Sousa, 933",65903-270,,toninholuthier007@gmail.com,,,Seg. a Sex. das 08:00 ás 18:00 e Sáb. das 08:00 ás 12:00,
tagima,2026-09-06,tagima-209d3d601b,ASSIS LUTHIER,MA,Imperatriz,,"Rua Coronel Manoel Bandeira, 1028 - Centro",65900-010,9935242026,assis2assis@hotmail.com,,Assis,08:00 às 18:00,
tagima,2026-09-06,tagima-27b23c9284,LUTHIERIA KP,MA,Imperatriz,,"Rua São Simão, 14 - Pq Santa Lúcia",65912-310,9991418170,faceaface33@hotmail.com,,Kleilson,08:00 às 18:00,
tagima,2026-09-06,tagima-46867d8c86,RODRIGO LUTHIER,MA,São Luiz,,"Rua Projetada, 10 Quadra 04 - São Bernardo",,98981827019,rodrigoluthieria@gmail.com,,Rodrigo,08:00 às 17:30,
tagima,2026-09-06,tagima-60ab3de6c3,LUTHIERIA TATÁ,MG,Barbacena,Centro,"Rua General Câmara , 59",36200-102,32988730660,luthieriatata@gmail.com,,,Seg a Sex 9:30 as 18:30 - Sabado 9:30 as 13:00,
tagima,2026-09-06,tagima-e24ab0f892,MUSICALISTA,MG,Belo Horizonte,Venda Nova,"Rua Padre Pedro Pinto, 2970 - 1ª e 2º andar",31660-000,3130215065|3130334851,bh@musicalista.com.br,,Luis ou Julia,Seg a Sex das 08:00 ás 19:00 / Sáb. das 08:00 ás 14:00,
tagima,2026-09-06,tagima-d0454febe2,SOUZZA GUITAR,MG,Bom Despacho,,,,37999935715,souzzaguitarluthier@gmail.com,,Claudia,,
tagima,2026-09-06,tagima-8cd7eb6680,PAULO AUGUSTO LUTHIER,MG,"Centro, Varginha",,"Avenida Francisco Navarra , 500",37006-000,,pacastelhano@gmail.com,,Paulo Augusto,Seg. a Sex. das 09:30 ás 17h e Sás. das 09:30 ás 11:30h,
tagima,2026-09-06,tagima-d999b0ee32,SÉRGIO RICARDO DO NASCIMENTO PIRES,MG,Conselheiro Lafaiete,,,,31987658711,srnpires@yahoo.com.br,,Sergio,,
tagima,2026-09-06,tagima-1626ac55a0,RETOQUE INSTRUMENTOS,MG,Governador Valadares,,"Av. Afonso Pena, 3212 - Centro",35010-001,3332714048|3384011638,retoqueinstrumentos@hotmail.com,,Marcelo,08:00 ÀS 18:00,
tagima,2026-09-06,tagima-63e1408243,S.O.S. INSTRUMENTOS,MG,Governador Valadares,,"Rua São Paulo, 616 Loja 616 C - Centro",35010-180,3332789358|3399741538|3388138005,elvisfroede@hotmail.com,,Elvis,08:00 ÀS 18:00 - 09:00 ÀS 12:00,
tagima,2026-09-06,tagima-9decf5dddf,FRANCIS LUTHIER,MG,Ipatinga,,"Serra Do Miradouro, 05 - Centro",35164-239,3138260101,violaofrancis@hotmail.com,,Francis,08:00 ÀS 18:00 - 09:00 ÀS 12:00,
tagima,2026-09-06,tagima-03630561c8,GRAN SOM,MG,Ipatinga,,"Rua Juiz De Fora, 81 A - Centro",35160-031,3138221113,mtggransom@msn.com,,Junior,08:00 ÀS 18:00 - 09:00 ÀS 12:00,
tagima,2026-09-06,tagima-431ba79df6,MASTER LUTHIERIA,MG,Manhuaçu,,"Rua Teodoro Pio Dos Santos, 179 - Luciano Heringer",36900-000,3333316750,masterluthieria@hotmail.com,,Adelmo,08:00 ÀS 18:00,
tagima,2026-09-06,tagima-5b4da77255,EBROM LUTHIER,MG,Patos De Minas,,"Rua Amazonas, 465 Loja - Cônego Getúlio",38700-198,3496928124,alexebrom@yahoo.com.br,,Ebrom,08:00 ÀS 18:00 - 09:00 ÀS 12:00,
tagima,2026-09-06,tagima-64260e824f,MAICON LUTHIER,MG,Santa Rita Do Sapucaí,,"Rua Custódio Rosa , 82 - Maristela",37540-000,3599421216,maiconbrasileiro@yahoo.com.br,,Maicon,08:00 ÀS 18:00,
tagima,2026-09-06,tagima-f2b8de5ea3,WALTER LUTHIER,MG,São João Del Rei,,"Rua Batista Andrade, 52 - São Geraldo",36300-374,32984043138,waltinholuthier@gmail.com,,Walter Nogueira,08:00 ÀS 18:00,
tagima,2026-09-06,tagima-e859fe93af,HARDWOOD CUSTOM GUITARS,MG,Sete Lagoas,,"Av. Raimundo Geraldino Fonseca, 555 B - Montreal 2",35701-390,,,,André Luiz,,
tagima,2026-09-06,tagima-e65a1697f9,WALTER LUTHIER,MG,Tabuleiro,,"Pça. João Floriano - Centro , 116",36165-000,,waltinholuthier@gmail.com,,Walter Nogueira,08:00 ás 18:00,
tagima,2026-09-06,tagima-1aa8457dc8,NANDO LUTHIER,MG,Varginha,,"Praça João Pessoa, 174 - Centro",37014-210,35984286731|3532124931,,,Luiz Fernando,,
tagima,2026-09-06,tagima-cff04a65e0,Luthieria - William Carvalho,MS,Campo Grande,,"Rua Américo Brasiliense, 1881 - Vila Almeida",79112-360,6733629970,ocluthieria@yahoo.com.br,,William Carvalho,08:00 às 18:00,
tagima,2026-09-06,tagima-ac41d60660,LUTHIERIA ODILON CARVALHO,MS,Campo Grande,,"Rua Guiratinga, 258 - Santo Amaro",79112-320,6733629970|6784078387,luthieria@odiloncarvalho.com.br,,Odilon,08:00 às 18:00,
tagima,2026-09-06,tagima-c9cec10a40,VILA DO MÚSICO,MS,Campo Grande,,"Av. Eduardo Elias Zahran, 180 Fundos - Jd. Paulista",79050-000,6733423181|6781459447,lucianoluthier@terra.com.br,,Luciano,08:00 ÀS 18:00 - 09:00 ÀS 12:00,
tagima,2026-09-06,tagima-cf4570578a,Blue Wave,MT,Cuiabá,"Dom Aquino , Térreo","Rua Comendador Henrique, 380 - Dom Aquino",78015-050,6536220844,contato@bluewavemusical.com.br,,Francisco,De Segunda á Sexta das 08:00 ás 11:30 e das 13:00 ás 17:00,
tagima,2026-09-06,tagima-86516352ca,Luthieria Som e Luz Sinop,MT,Sinop,,"Rua Dois, 604 - Menino Jesus II",78559-328,,rafael.volpi@hotmail.com,,Rafael,De Segunda á Sexta das 08:00 ás 18:00 e sábado das 08:00 ás 12:00,
tagima,2026-09-06,tagima-3acaeb4eab,ELETRÔNICA PROGRESSO,PA,Breves,,"Av. Presidente Getúlio Vargas, 1525 - Centro",68800-000,9181904180|9191249301,marinaldo.m@bol.com.br,,Marinaldo,08:00 ÀS 18:00,
tagima,2026-09-06,tagima-ff51e2a605,WAKEUP,PA,Parauapebas,Cidade Novas,"Rua A , 584",68515-000,,lell.gtr@hotmail.com,,Leandro Ribeiro de Araújo,,
tagima,2026-09-06,tagima-d6c90fb14c,DAMATTA CUSTOM SHOP,PA,Santa Maria Do Pará,,"Av. Bernardo Sayão, 420 - Centro",68738-000,91983095458|91993437035,damattaluthieria@hotmail.com,,Luís Favero,,
tagima,2026-09-06,tagima-e7baa4a35c,DAMATTA LUTHIERIA,PA,Santa Maria Do Pará,,"Rua Dr. Rayol, 907 Casa 01 - Centro",68738-000,91983095458|91987077303,damattaluthieria@hotmail.com,,Luis Antonio,08:00 ÀS 18:00 - 09:00 ÀS 12:00,
tagima,2026-09-06,tagima-df1002b7c6,ADRIANO LUTHIER,PA,Tucuruí,Paravua,"Rua São João , 217",68456-450,94991481631|94981439190|9491481631,adrianoluthier@bol.com.br,,Adriano Ferreira,08:00 ÀS 18:00,
tagima,2026-09-06,tagima-9caed50592,DAVID LAMARK LUTHIER,PB,Cajazeiras,,"Rua Francisca Pereira Carneiro, 72 - Casas Populares",58900-000,8391655824,david-lamark@hotmail.com,,David ou João Miguel,08:00 ÀS 18:00,
tagima,2026-09-06,tagima-4af3f544ad,CRISTIANO LUTHIER,PB,Campina Grande,,"Rua 21 De Fevereiro, 35 - Catolé",58410-387,8399501332|8399702729,cristianosalterio@hotmail.com,,Cristiano,08:00 ÀS 18:00,
tagima,2026-09-06,tagima-dca5ec7447,JEFFERSON LUTHIER,PB,Campina Grande,,"Av. Plínio Lemos, 3628 - Jd. Serrotão",58433-750,8333335113|83987983975,jflima4664@gmail.com,,Jefferson Lima,,
tagima,2026-09-06,tagima-b76daa74ce,WORLD ELETRÔNICA.COM,PB,Campina Grande,,"Julia Barreto de melo , 42 - Centro",58400-135,8332011251,fabioleonardo29@hotmail.com,,Fabio Leonardo Costa,,
tagima,2026-09-06,tagima-4b9c7e532b,GILMAR DE FREITAS DA SILVA,PB,João Pessoa,Trincheiras,"Rua Professora Lidia Mendonça , 16",58011-341,83988032424,gilmarfreitas920@gmail.com,,,,
tagima,2026-09-06,tagima-3e4e5f65c9,JAMIELSON LUTHIERIA,PB,João Pessoa,,"Rua Marcionilda da Conceição, 1382 - Cabo Branco , Loja",58045-050,8330232777,jamielsonluthieria@gmail.com,,Misael Jamielson,Seg. a Sex. 09:00 ás 12:00 e das 13 ás 17:30,
tagima,2026-09-06,tagima-bf11ecfdfd,JUNINHO PUNK LUTHIER,PB,João Pessoa,,"Rua Rosa Lima Dos Santos , 411 - Bancários",58051-590,8332350127|8388368008,juniorpunk-br@hotmail.com,,Junior Punk,08:00 às18:00,
tagima,2026-09-06,tagima-0f5eebd728,TARGET MUSIC,PB,João Pessoa,Centro,"Rua Duque de Caxias , 203 Sala 101 - Centro",58010-820,,glaucianofa@hotmail.com,,Glauciano Felix Alves,09:00 às 17:30,
tagima,2026-09-06,tagima-8e0da19e05,MARCOS FERNANDES,PE,Caruaru,,"Rua Vidal de Negreiros, 17 - Nossa Senhora das Dores",55004-430,8137234202|8191887862,mdedinho@hotmail.com,,Marcos Fernandes,,
tagima,2026-09-06,tagima-7f48e919b1,ELISSANDRO LUTHIER,PE,Garanhuns,,"Rua Visconde De Caius, 27 - Heliópolis",55298-715,8799359869,elissandroluthier@live.com.br,,Elissandro,08:00 às 18:00,
tagima,2026-09-06,tagima-f16e29e9fa,DARIO SILVA,PE,Palmares,,,,81996978224,universodascordas@gmail.com,,Dario,,
tagima,2026-09-06,tagima-ff587dcb34,UNIVERSO DAS CORDAS LUTHIERIA,PE,Palmares,,"Rua Antonio Meira Da Silva, 99 Próximo a Padaria 3 Irmãos - Nova Palmares",55540-000,81996978224,universodascordas@gmail.com,,Dário Silva,08:00 ÀS 18:00,
tagima,2026-09-06,tagima-f3164c4a44,Leão Luthier,PE,Recife,,"Rua Marques do Herval, 150 , Ed. Rainha, SL 305 - 3ºAndar - São José",50020-030,,eduardoleaoconserto@gmail.com,,Eduardo,Seg. a Sex. das 08:30 ás 17:00 e Sáb. das 08:30 ás 12:00 *Podendo sofrer alterações no funcionamento,
tagima,2026-09-06,tagima-d7b23b40e5,LUTHIERIA CONCEITO,PE,Recife,,"Rua da Concórdia, 372 3º Andar Sl 30c - São José",50020-055,81995984802,olegariomix@hotmail.com,,Ricardo Olegário,09:00 às 17:00,
tagima,2026-09-06,tagima-5448b108d2,JERRY LUTHIER,PE,Santa Cruz do Capibaribe,,"Rua João Fernandes Vieira, 93 Casa - São Cristóvão",55194-220,81996738961|81993871699,jerry_sousa@hotmail.com,,Jerry,08:00 ÀS 18:00,
tagima,2026-09-06,tagima-026b334eb1,SAM MUSIC,PI,Floriano,,"Avenida Bucar Neto, 489 - Centro",64800-000,8935212205|8999829087,natansantos-@hotmail.com,,Natanael,08:00 às 18:00,
tagima,2026-09-06,tagima-fdb3dbc25d,FABIMAZUKA LUTHIER,PR,Arapongas,,"Rua Moscareira, 34 - Vila Bernardes",86700-115,4330552073|4332753104|4399520254,fabimazuka@hotmail.com,,Fabio Leandro,08:00 às 18:00,
tagima,2026-09-06,tagima-2f13e62b8b,MARCOS ROSA,PR,Campo Mourão,,"Rua Bela Vista, 1461 - Jardim Pio Xii",87306-050,4435241843|4484293556,marcoguitarosa@hotmail.com,,Marcos Rosa,08:00 às 18:00,
tagima,2026-09-06,tagima-dc54995e9e,ARMAZEM MUSICAL,PR,Foz do Iguaçu,Campos do Iguaçu,"Rua Tibagi , 73",85857-000,,armazem.musicalfoz@gmail.com,,Sergio Luiz,Seg a Sex das 08:30 ás 12:00 / Das 13:00 ás 18:00 e Sáb. das 08:30 ás 12:00,
tagima,2026-09-06,tagima-31ca636443,EURO MUSICAL,PR,Foz do Iguaçu,,"Avenida Costa e Silva , 409 Sala 03 - Alto São Francisco",85863-762,4530255545|45999853595,loja@euromusical.com.br,https://www.euromusical.com.br,Emanuel Silva,09:00 as 18:00,
tagima,2026-09-06,tagima-535e60dda7,JUNIOR LUTHIER,PR,Foz do Iguaçu,,"Rua Princesa Isabel , 255 - Vila Cláudia",85852-390,4599518680|4530298733,juniorluthierfoz@hotmail.com,,Junior,08:00 às 18:00,
tagima,2026-09-06,tagima-d34be85cf0,ATELIER DA MUSICA,PR,Maringá,,"Praça Rocha Pombo, 16 Sala 01 - Zona 01",87013-030,4430342046|4499071682,contatoateliedamusica@gmail.com,,Wenderson,,
tagima,2026-09-06,tagima-a1c4bb5719,ALEXANDRE LUTHIER,PR,Paranaguá,,"Rua José Vicente Elias, 2106 - Sete de Setembro",83252-000,,s.alexandre.luthier@gmail.com,,Alexandre,Seg. a Sex. das 09:30 ás 18:00,
tagima,2026-09-06,tagima-0496d322a6,KIKO ZUBEK CONSERTOS,PR,Ponta Grossa,,"Rua Adílio Ramos , 784 - Sabará",84062-270,,kikozubek@hotmail.com,,Kiko,09:00 as 18:00,
tagima,2026-09-06,tagima-f0a229ddd9,LA NIÑA MANUTENÇÃO,PR,Ponta Grossa,,"Rua Barão Do Cerro Azul, 920 - Centro",84010-210,4233231314,a.anhaia@hotmail.com,https://www.lanina.com.br,Admilson,08:00 às 18:00,
tagima,2026-09-06,tagima-ded2cd394d,RED FOX,PR,Ponta Grossa,,"Rua Henrique Thielen, 60 Casa 5 - Jd Carvalho",84015-650,4230275377,joaoguilhermep@hotmail.com,,João Guilherme,,
tagima,2026-09-06,tagima-efe566dec0,OFICINA DA ARTE,PR,Telêmaco Borba,,"Rua Mamão ou Rua Rio Claro, 48 Próximo A Creche João - São João",84270-400,4232720153,robsonmartinsrock@yahoo.com.br,,Robson Neves,14:00 AS 18:00,
tagima,2026-09-06,tagima-9c04fe4fc3,LUTHIER PRO,PR,Umuarama,,"Rua Desembargador Lauro Lopes 4291 Galeria Piemont 2 , Sala 8 / Zona 1",87501-210,44999921617,luthierpro@hotmail.com,,Fabricio Carlos Faneco,,
tagima,2026-09-06,tagima-10b393a65d,CORRADO GUITARS LUTHIERIA,PR,Vila Morangueira - Maringá,,"Avenida Pedro Taques , 1388 , Sl. 3 - Sobreloja",87030-283,,vinicius@corrado.com.br,,Vinicius Corrado ou Henrique Silveira,Seg. a Sex. das 9 ás 18h e Sábado das 9 ás 13h,
